Time,Input,Output,Temperature,Drive
0.829252,-0.446705,-0.174724,48.5584,0.3
0.829478,-0.335981,-0.128535,45.4088,0.3
0.829705,-0.199571,-0.0735619,40.7799,0.3
0.829932,-0.0474476,-0.0165785,34.8316,0.3
0.830159,0.10848,0.0361534,30.0256,0.3
0.830386,0.255794,0.0857413,30.8067,0.3
0.830612,0.383066,0.134124,35.6763,0.3
0.830839,0.481696,0.176721,41.2296,0.3
0.831066,0.546754,0.208129,45.892,0.3
0.831293,0.577425,0.225184,49.0336,0.3
0.831519,0.576994,0.227695,50.4989,0.3
0.831746,0.551921,0.218168,50.5236,0.3
0.831973,0.51067,0.201025,49.7255,0.3
0.8322,0.46217,0.180177,48.2458,0.3
0.832426,0.414435,0.159303,46.3065,0.3
0.832653,0.373268,0.141127,44.1876,0.3
0.83288,0.341556,0.126991,42.1459,0.3
0.833107,0.31915,0.116867,40.3587,0.3
0.833333,0.30316,0.109597,38.8923,0.3
0.83356,0.288874,0.103335,37.699,0.3
0.833787,0.270946,0.0960135,36.6375,0.3
0.834014,0.244546,0.0857968,35.5119,0.3
0.83424,0.206458,0.071532,34.1196,0.3
0.834467,0.155746,0.0530587,32.2981,0.3
0.834694,0.094044,0.0313261,29.9629,0.3
0.834921,0.025105,0.0081277,27.1266,0.3
0.835147,-0.0458206,-0.0144705,24.7492,0.3
0.835374,-0.113141,-0.0357751,24.9002,0.3
0.835601,-0.171908,-0.0555434,27.0296,0.3
0.835828,-0.218947,-0.0725499,29.5827,0.3
0.836054,-0.253408,-0.0858161,31.8448,0.3
0.836281,-0.276886,-0.0953209,33.5926,0.3
0.836508,-0.293189,-0.102117,34.8551,0.3
0.836735,-0.307428,-0.108005,35.8078,0.3
0.836961,-0.324879,-0.115036,36.6989,0.3
0.837188,-0.349829,-0.125027,37.7821,0.3
0.837415,-0.384448,-0.139097,39.2511,0.3
0.837642,-0.42799,-0.157305,41.1867,0.3
0.837868,-0.476674,-0.178446,43.5224,0.3
0.838095,-0.523951,-0.199932,46.0384,0.3
0.838322,-0.561386,-0.217974,48.3826,0.3
0.838549,-0.580032,-0.228158,50.1205,0.3
0.838776,-0.571869,-0.226291,50.8023,0.3
0.839002,-0.531265,-0.209994,50.3723,0.3
0.839229,-0.456058,-0.178648,48.7913,0.3
0.839456,-0.348316,-0.133635,45.7904,0.3
0.839683,-0.21412,-0.0792757,41.3055,0.3
0.839909,-0.0629979,-0.0221457,35.4765,0.3
0.840136,0.093115,0.0311042,30.2445,0.3
0.840363,0.241779,0.0807973,30.4726,0.3
0.84059,0.371501,0.129443,35.1198,0.3
0.840816,0.47332,0.172898,40.6983,0.3
0.841043,0.541816,0.205605,45.4885,0.3
0.84127,0.575838,0.22415,48.7948,0.3
0.841497,0.578262,0.228044,50.4256,0.3
0.841723,0.555297,0.219526,50.5613,0.3
0.84195,0.515261,0.202969,49.8386,0.3
0.842177,0.46712,0.182325,48.419,0.3
0.842404,0.418992,0.161306,46.5134,0.3
0.84263,0.376987,0.142776,44.4001,0.3
0.842857,0.3443,0.128221,42.3412,0.3
0.843084,0.321039,0.117726,40.5237,0.3
0.843311,0.304609,0.110251,39.0256,0.3
0.843537,0.290403,0.103984,37.81,0.3
0.843764,0.273062,0.0968541,36.7436,0.3
0.843991,0.247683,0.0869918,35.6337,0.3
0.844218,0.210844,0.0731559,34.2763,0.3
0.844444,0.161364,0.0550784,32.5029,0.3
0.844671,0.100625,0.0336028,30.2201,0.3
0.844898,0.0321778,0.0104499,27.4304,0.3
0.845125,-0.0388155,-0.012274,24.869,0.3
0.845351,-0.106716,-0.0336975,24.7659,0.3
0.845578,-0.166537,-0.0536727,26.7794,0.3
0.845805,-0.214827,-0.0710124,29.3341,0.3
0.846032,-0.250498,-0.0846664,31.6409,0.3
0.846259,-0.274956,-0.0945236,33.442,0.3
0.846485,-0.291764,-0.10152,34.7469,0.3
0.846712,-0.305954,-0.107402,35.7199,0.3
0.846939,-0.32284,-0.114221,36.6053,0.3
0.847166,-0.346927,-0.12386,37.6591,0.3
0.847392,-0.380544,-0.137494,39.0836,0.3
0.847619,-0.423315,-0.155321,40.9727,0.3
0.847846,-0.471747,-0.176265,43.2759,0.3
0.848073,-0.519514,-0.197866,45.7878,0.3
0.848299,-0.558338,-0.216447,48.1679,0.3
0.848526,-0.579257,-0.22762,49.9872,0.3
0.848753,-0.574088,-0.227123,50.794,0.3
0.84898,-0.536889,-0.212302,50.4614,0.3
0.849206,-0.465156,-0.182463,49.0112,0.3
0.849433,-0.360422,-0.138655,46.1588,0.3
0.84966,-0.228497,-0.0849627,41.8194,0.3
0.849887,-0.0786184,-0.027801,36.1132,0.3
0.850113,0.0776146,0.0260001,30.5196,0.3
0.85034,0.227581,0.0758552,30.1854,0.3
0.850567,0.359648,0.124709,34.5702,0.3
0.850794,0.464573,0.168952,40.1579,0.3
0.85102,0.536519,0.202933,45.0693,0.3
0.851247,0.573944,0.222974,48.5393,0.3
0.851474,0.579299,0.228276,50.3368,0.3
0.851701,0.558526,0.220814,50.5918,0.3
0.851927,0.519778,0.204875,49.9448,0.3
0.852154,0.472043,0.184458,48.5871,0.3
0.852381,0.423614,0.163335,46.718,0.3
0.852608,0.380784,0.144458,44.6126,0.3
0.852834,0.347111,0.12948,42.5382,0.3
0.853061,0.322998,0.118616,40.691,0.3
0.853288,0.306044,0.110902,39.1608,0.3
0.853515,0.291854,0.104607,37.9217,0.3
0.853741,0.275078,0.09766,36.8485,0.3
0.853968,0.250705,0.0881461,35.7525,0.3
0.854195,0.215085,0.0747302,34.4284,0.3
0.854422,0.16686,0.0570612,32.7024,0.3
0.854649,0.107118,0.0358591,30.4722,0.3
0.854875,0.0392492,0.0127854,27.7303,0.3
0.855102,-0.0317548,-0.0100569,25.015,0.3
0.855329,-0.100209,-0.0316071,24.655,0.3
0.855556,-0.161007,-0.051762,26.533,0.3
0.855782,-0.210563,-0.0694312,29.0817,0.3
0.856009,-0.247471,-0.0834758,31.4308,0.3
0.856236,-0.272905,-0.0936814,33.2853,0.3
0.856463,-0.290277,-0.100899,34.6345,0.3
0.856689,-0.304483,-0.1068,35.6306,0.3
0.856916,-0.320896,-0.113442,36.513,0.3
0.857143,-0.344107,-0.122728,37.5395,0.3
0.85737,-0.376735,-0.135934,38.9206,0.3
0.857596,-0.418714,-0.153374,40.7631,0.3
0.857823,-0.466812,-0.17409,43.0316,0.3
0.85805,-0.514987,-0.195771,45.5359,0.3
0.858277,-0.555118,-0.214849,47.9475,0.3
0.858503,-0.578215,-0.226962,49.8433,0.3
0.85873,-0.575965,-0.227798,50.7706,0.3
0.858957,-0.54213,-0.214444,50.5382,0.3
0.859184,-0.473847,-0.186105,49.2154,0.3
0.85941,-0.372257,-0.143574,46.5106,0.3
0.859637,-0.242637,-0.0905923,42.3177,0.3
0.859864,-0.0940541,-0.0334511,36.7374,0.3
0.860091,0.0620633,0.0208611,30.8525,0.3
0.860317,0.213193,0.0709107,29.9515,0.3
0.860544,0.347563,0.119944,34.031,0.3
0.860771,0.455492,0.164902,39.6099,0.3
0.860998,0.530878,0.20012,44.6352,0.3
0.861224,0.571691,0.221633,48.2662,0.3
0.861451,0.580049,0.228368,50.2313,0.3
0.861678,0.561549,0.22201,50.6142,0.3
0.861905,0.524212,0.206737,50.0434,0.3
0.862132,0.476979,0.186592,48.7501,0.3
0.862358,0.428295,0.165388,46.9204,0.3
0.862585,0.384711,0.146194,44.8261,0.3
0.862812,0.350035,0.130788,42.7383,0.3
0.863039,0.325041,0.119542,40.8625,0.3
0.863265,0.307544,0.111582,39.2999,0.3
0.863492,0.293313,0.105237,38.0358,0.3
0.863719,0.277035,0.0984464,36.9537,0.3
0.863946,0.253588,0.0892525,35.8692,0.3
0.864172,0.219214,0.0762671,34.5765,0.3
0.864399,0.172251,0.0590115,32.8968,0.3
0.864626,0.113524,0.038095,30.7189,0.3
0.864853,0.0462524,0.0151119,28.0255,0.3
0.865079,-0.0246684,-0.007827,25.1887,0.3
0.865306,-0.0936471,-0.0295124,24.571,0.3
0.865533,-0.155404,-0.0498397,26.2931,0.3
0.86576,-0.206167,-0.0678126,28.8278,0.3
0.865986,-0.244349,-0.0822542,31.2164,0.3
0.866213,-0.270814,-0.0928238,33.1243,0.3
0.86644,-0.28877,-0.100268,34.5191,0.3
0.866667,-0.303035,-0.106206,35.5405,0.3
0.866893,-0.319025,-0.112691,36.4224,0.3
0.86712,-0.341375,-0.121634,37.4237,0.3
0.867347,-0.373018,-0.134416,38.7623,0.3
0.867574,-0.414157,-0.151453,40.5577,0.3
0.8678,-0.461873,-0.171924,42.7896,0.3
0.868027,-0.51038,-0.193651,45.2831,0.3
0.868254,-0.551723,-0.213179,47.722,0.3
0.868481,-0.57693,-0.226195,49.6901,0.3
0.868707,-0.577542,-0.228333,50.7341,0.3
0.868934,-0.54708,-0.216457,50.6052,0.3
0.869161,-0.482238,-0.189619,49.4071,0.3
0.869388,-0.383809,-0.148388,46.8487,0.3
0.869615,-0.25664,-0.0962012,42.8035,0.3
0.869841,-0.109474,-0.0391541,37.3517,0.3
0.870068,0.0464495,0.0156751,31.2478,0.3
0.870295,0.198692,0.0659878,29.7782,0.3
0.870522,0.335174,0.115128,33.5048,0.3
0.870748,0.446081,0.160753,39.0559,0.3
0.870975,0.524915,0.197179,44.1875,0.3
0.871202,0.569155,0.22016,47.9771,0.3
0.871429,0.58055,0.228336,50.1104,0.3
0.871655,0.564401,0.223128,50.6299,0.3
0.871882,0.528532,0.208546,50.135,0.3
0.872109,0.481901,0.188717,48.9078,0.3
0.872336,0.43301,0.167455,47.12,0.3
0.872562,0.388694,0.147956,45.0392,0.3
0.872789,0.353065,0.13214,42.94,0.3
0.873016,0.327126,0.120488,41.0365,0.3
0.873243,0.309054,0.112269,39.4413,0.3
0.873469,0.29474,0.105857,38.1513,0.3
0.873696,0.278919,0.0992083,37.0587,0.3
0.873923,0.25638,0.0903268,35.9838,0.3
0.87415,0.223215,0.0777604,34.7209,0.3
0.874376,0.177511,0.0609211,33.0862,0.3
0.874603,0.11987,0.0403187,30.9606,0.3
0.87483,0.0532425,0.017447,28.3168,0.3
0.875057,-0.0175619,-0.00558416,25.392,0.3
0.875283,-0.0869652,-0.0273921,24.517,0.3
0.87551,-0.149675,-0.047889,26.0596,0.3
0.875737,-0.201647,-0.0661585,28.5711,0.3
0.875964,-0.241086,-0.0809849,30.9962,0.3
0.87619,-0.268608,-0.0919236,32.9574,0.3
0.876417,-0.287225,-0.0996221,34.3994,0.3
0.876644,-0.301642,-0.10563,35.4489,0.3
0.876871,-0.317205,-0.11196,36.333,0.3
0.877097,-0.338755,-0.120585,37.3114,0.3
0.877324,-0.369419,-0.132949,38.609,0.3
0.877551,-0.409672,-0.14957,40.3571,0.3
0.877778,-0.456943,-0.169771,42.5507,0.3
0.878005,-0.505718,-0.191515,45.0301,0.3
0.878231,-0.548159,-0.211443,47.4919,0.3
0.878458,-0.575374,-0.22531,49.5272,0.3
0.878685,-0.578776,-0.228711,50.6834,0.3
0.878912,-0.551626,-0.218295,50.6608,0.3
0.879138,-0.490288,-0.192984,49.5838,0.3
0.879365,-0.395025,-0.153072,47.1705,0.3
0.879592,-0.27044,-0.101759,43.274,0.3
0.879819,-0.124794,-0.0448764,37.9537,0.3
0.880045,0.030798,0.0104409,31.7076,0.3
0.880272,0.183964,0.0610445,29.6722,0.3
0.880499,0.32252,0.110275,32.9935,0.3
0.880726,0.436344,0.156508,38.4959,0.3
0.880952,0.518542,0.194077,43.7247,0.3
0.881179,0.566257,0.218523,47.6699,0.3
0.881406,0.58075,0.228159,49.9721,0.3
0.881633,0.567042,0.224151,50.6376,0.3
0.881859,0.532757,0.210306,50.2188,0.3
0.882086,0.486803,0.190827,49.0597,0.3
0.882313,0.437792,0.169548,47.3168,0.3
0.88254,0.392785,0.149763,45.2527,0.3
0.882766,0.356187,0.133533,43.1443,0.3
0.882993,0.329326,0.121483,41.2142,0.3
0.88322,0.310626,0.112983,39.5865,0.3
0.883447,0.296152,0.106475,38.2691,0.3
0.883673,0.280704,0.0999363,37.1638,0.3
0.8839,0.259063,0.0913631,36.0962,0.3
0.884127,0.227088,0.0792095,34.8611,0.3
0.884354,0.18264,0.0627882,33.2703,0.3
0.88458,0.126089,0.0425071,31.1967,0.3
0.884807,0.0601898,0.0197804,28.603,0.3
0.885034,-0.0104655,-0.0033359,25.6256,0.3
0.885261,-0.0802615,-0.0252762,24.497,0.3
0.885488,-0.14383,-0.0459143,25.835,0.3
0.885714,-0.197013,-0.0644741,28.3138,0.3
0.885941,-0.237708,-0.0796781,30.7716,0.3
0.886168,-0.266319,-0.0909934,32.7855,0.3
0.886395,-0.285626,-0.098955,34.276,0.3
0.886621,-0.300236,-0.105049,35.3555,0.3
0.886848,-0.315435,-0.111248,36.2445,0.3
0.887075,-0.336212,-0.119567,37.202,0.3
0.887302,-0.365906,-0.131521,38.4599,0.3
0.887528,-0.405258,-0.147723,40.1606,0.3
0.887755,-0.452031,-0.167634,42.3141,0.3
0.887982,-0.500972,-0.189353,44.7766,0.3
0.888209,-0.544458,-0.209651,47.2575,0.3
0.888435,-0.573601,-0.224328,49.3558,0.3
0.888662,-0.579731,-0.228959,50.6202,0.3
0.888889,-0.55586,-0.219998,50.7071,0.3
0.889116,-0.497995,-0.196202,49.7478,0.3
0.889342,-0.40599,-0.157657,47.4783,0.3
0.889569,-0.284027,-0.107261,43.7307,0.3
0.889796,-0.140024,-0.0506195,38.5444,0.3
0.890023,0.0151824,0.00517394,32.2368,0.3
0.890249,0.16911,0.0561101,29.6436,0.3
0.890476,0.309615,0.105395,32.5025,0.3
0.890703,0.42633,0.152192,37.9334,0.3
0.89093,0.511885,0.190867,43.25,0.3
0.891156,0.563038,0.216744,47.3474,0.3
0.891383,0.580694,0.227855,49.8185,0.3
0.89161,0.569478,0.225083,50.6389,0.3
0.891837,0.536853,0.212005,50.2953,0.3
0.892063,0.491659,0.192914,49.2057,0.3
0.89229,0.442617,0.171657,47.5103,0.3
0.892517,0.396963,0.151607,45.4654,0.3
0.892744,0.359388,0.13496,43.35,0.3
0.892971,0.33159,0.122506,41.3947,0.3
0.893197,0.312229,0.113714,39.7346,0.3
0.893424,0.297567,0.107098,38.3892,0.3
0.893651,0.282448,0.100652,37.2696,0.3
0.893878,0.261647,0.0923655,36.2075,0.3
0.894104,0.230836,0.080616,34.9982,0.3
0.894331,0.187676,0.0646267,33.4501,0.3
0.894558,0.132235,0.0446782,31.428,0.3
0.894785,0.0670889,0.0221101,28.8852,0.3
0.895011,-0.00333631,-0.00106642,25.8924,0.3
0.895238,-0.0734818,-0.023144,24.5056,0.3
0.895465,-0.13788,-0.0439186,25.6202,0.3
0.895692,-0.192239,-0.0627508,28.0552,0.3
0.895918,-0.234202,-0.0783296,30.5421,0.3
0.896145,-0.263935,-0.0900285,32.608,0.3
0.896372,-0.284013,-0.0982802,34.1484,0.3
0.896599,-0.298836,-0.10447,35.2604,0.3
0.896825,-0.313746,-0.110567,36.1568,0.3
0.897052,-0.333783,-0.118596,37.0963,0.3
0.897279,-0.362484,-0.130134,38.3158,0.3
0.897506,-0.400921,-0.145914,39.9694,0.3
0.897732,-0.44716,-0.165524,42.0816,0.3
0.897959,-0.496185,-0.187184,44.5239,0.3
0.898186,-0.5406,-0.207798,47.0193,0.3
0.898413,-0.571575,-0.223237,49.1758,0.3
0.898639,-0.580363,-0.22906,50.5438,0.3
0.898866,-0.55975,-0.221551,50.7432,0.3
0.899093,-0.505325,-0.199256,49.8979,0.3
0.89932,-0.416651,-0.162121,47.7705,0.3
0.899547,-0.297382,-0.112695,44.1725,0.3
0.899773,-0.155142,-0.0563718,39.1227,0.3
0.9,-0.000518751,-0.000177824,32.838,0.3
0.900227,0.154109,0.0511555,29.6701,0.3
0.900454,0.296469,0.100491,32.0329,0.3
0.90068,0.415919,0.147763,37.3669,0.3
0.900907,0.504845,0.187511,42.761,0.3
0.901134,0.559465,0.214806,47.0069,0.3
0.901361,0.58032,0.227399,49.6468,0.3
0.901587,0.571703,0.225909,50.6259,0.3
0.901814,0.540847,0.213652,50.3638,0.3
0.902041,0.496494,0.194985,49.3454,0.3
0.902268,0.447477,0.173779,47.7003,0.3
0.902494,0.401224,0.153486,45.6776,0.3
0.902721,0.362717,0.136441,43.5577,0.3
0.902948,0.33396,0.123574,41.5784,0.3
0.903175,0.313881,0.114466,39.8858,0.3
0.903401,0.298941,0.107709,38.5111,0.3
0.903628,0.284133,0.101347,37.3754,0.3
0.903855,0.264116,0.0933274,36.3165,0.3
0.904082,0.234439,0.0819718,35.1312,0.3
0.904308,0.192552,0.0664123,33.6242,0.3
0.904535,0.138261,0.0468146,31.6533,0.3
0.904762,0.0739107,0.0244256,29.1619,0.3
0.904989,0.00379565,0.00121705,26.1928,0.3
0.905215,-0.0666329,-0.0209938,24.5338,0.3
0.905442,-0.13184,-0.0419083,25.4173,0.3
0.905669,-0.187332,-0.0609924,27.7967,0.3
0.905896,-0.230573,-0.0769421,30.3081,0.3
0.906122,-0.261447,-0.0890261,32.4252,0.3
0.906349,-0.282324,-0.0975762,34.0162,0.3
0.906576,-0.297426,-0.103884,35.1628,0.3
0.906803,-0.312085,-0.109897,36.0692,0.3
0.907029,-0.331437,-0.117657,36.9929,0.3
0.907256,-0.359167,-0.128791,38.1755,0.3
0.907483,-0.396665,-0.144145,39.7821,0.3
0.90771,-0.442301,-0.163428,41.8517,0.3
0.907937,-0.491356,-0.185004,44.2713,0.3
0.908163,-0.536609,-0.205894,46.7777,0.3
0.90839,-0.569348,-0.222057,48.9881,0.3
0.908617,-0.580718,-0.229033,50.4554,0.3
0.908844,-0.563286,-0.222953,50.7706,0.3
0.90907,-0.51234,-0.202173,50.0355,0.3
0.909297,-0.427002,-0.166459,48.0481,0.3
0.909524,-0.310513,-0.118062,44.5998,0.3
0.909751,-0.170076,-0.0621043,39.6884,0.3
0.909977,-0.0161951,-0.00558789,33.5121,0.3
0.910204,0.138984,0.0461752,29.7412,0.3
0.910431,0.283143,0.0955906,31.5917,0.3
0.910658,0.405278,0.143289,36.8018,0.3
0.910884,0.497495,0.184044,42.2619,0.3
0.911111,0.555585,0.212734,46.6516,0.3
0.911338,0.579658,0.226805,49.4596,0.3
0.911565,0.573692,0.226619,50.5989,0.3
0.911791,0.544684,0.215226,50.425,0.3
0.912018,0.501284,0.197032,49.479,0.3
0.912245,0.452362,0.175909,47.8866,0.3
0.912472,0.405547,0.155392,45.8888,0.3
0.912698,0.366136,0.137962,43.7668,0.3
0.912925,0.336409,0.124677,41.7652,0.3
0.913152,0.315597,0.115248,40.0407,0.3
0.913379,0.300341,0.108333,38.6361,0.3
0.913605,0.285777,0.102031,37.4829,0.3
0.913832,0.266501,0.0942608,36.4252,0.3
0.914059,0.237938,0.0832924,35.2618,0.3
0.914286,0.197322,0.0681639,33.7946,0.3
0.914512,0.144227,0.0489375,31.8742,0.3
0.914739,0.0806975,0.0267407,29.4345,0.3
0.914966,0.0109123,0.00351043,26.5084,0.3
0.915193,-0.0597308,-0.0188295,24.5832,0.3
0.91542,-0.125697,-0.0398784,25.2281,0.3
0.915646,-0.182308,-0.0592044,27.539,0.3
0.915873,-0.226819,-0.075515,30.0699,0.3
0.9161,-0.258883,-0.0879965,32.2371,0.3
0.916327,-0.280577,-0.0968497,33.8798,0.3
0.916553,-0.296035,-0.103305,35.0631,0.3
0.91678,-0.310498,-0.109253,35.9825,0.3
0.917007,-0.329159,-0.116748,36.8928,0.3
0.917234,-0.355966,-0.127498,38.0406,0.3
0.91746,-0.392511,-0.142423,39.6006,0.3
0.917687,-0.437479,-0.161358,41.6263,0.3
0.917914,-0.48648,-0.182817,44.0203,0.3
0.918141,-0.532492,-0.203944,46.5334,0.3
0.918367,-0.566881,-0.220775,48.7928,0.3
0.918594,-0.580782,-0.228873,50.3551,0.3
0.918821,-0.566473,-0.224205,50.7891,0.3
0.919048,-0.519007,-0.204936,50.1602,0.3
0.919274,-0.437034,-0.170667,48.3109,0.3
0.919501,-0.323401,-0.123352,45.0123,0.3
0.919728,-0.184942,-0.0678567,40.2417,0.3
0.919955,-0.0318704,-0.0110669,34.1782,0.3
0.920181,0.123746,0.0411673,29.859,0.3
0.920408,0.269552,0.0906613,31.1802,0.3
0.920635,0.394299,0.138728,36.2358,0.3
0.920862,0.489731,0.180427,41.7493,0.3
0.921088,0.551328,0.210498,46.2785,0.3
0.921315,0.578693,0.226065,49.2543,0.3
0.921542,0.575473,0.22722,50.5562,0.3
0.921769,0.548388,0.216736,50.478,0.3
0.921995,0.506019,0.19905,49.6058,0.3
0.922222,0.457275,0.178048,48.0687,0.3
0.922449,0.409964,0.157337,46.0988,0.3
0.922676,0.369663,0.139528,43.977,0.3
0.922902,0.33895,0.125819,41.9545,0.3
0.923129,0.317335,0.116041,40.1983,0.3
0.923356,0.301747,0.108962,38.763,0.3
0.923583,0.287339,0.102686,37.5904,0.3
0.92381,0.268764,0.0951508,36.5317,0.3
0.924036,0.241311,0.0845688,35.3883,0.3
0.924263,0.201946,0.0698664,33.9593,0.3
0.92449,0.150044,0.0510149,32.0889,0.3
0.924717,0.0874205,0.029045,29.7014,0.3
0.924943,0.0180324,0.00581957,26.8198,0.3
0.92517,-0.0527932,-0.0166555,24.6545,0.3
0.925397,-0.119441,-0.0378266,25.0547,0.3
0.925624,-0.177156,-0.0573843,27.2826,0.3
0.92585,-0.222937,-0.0740484,29.8276,0.3
0.926077,-0.256193,-0.0869227,32.0432,0.3
0.926304,-0.278756,-0.0960949,33.7382,0.3
0.926531,-0.294611,-0.102711,34.9601,0.3
0.926757,-0.30894,-0.10862,35.8948,0.3
0.926984,-0.326974,-0.115874,36.7942,0.3
0.927211,-0.352833,-0.126235,37.9086,0.3
0.927438,-0.388425,-0.140735,39.4228,0.3
0.927664,-0.432703,-0.159314,41.4038,0.3
0.927891,-0.481576,-0.180626,43.7698,0.3
0.928118,-0.528271,-0.201954,46.2864,0.3
0.928345,-0.564231,-0.219415,48.5906,0.3
0.928571,-0.580541,-0.228576,50.2431,0.3
0.928798,-0.569343,-0.225321,50.7997,0.3
0.929025,-0.525325,-0.207547,50.2725,0.3
0.929252,-0.446711,-0.174727,48.5588,0.3
0.929478,-0.335988,-0.128539,45.4095,0.3
0.929705,-0.199639,-0.0735876,40.7812,0.3
0.929932,-0.047459,-0.0165827,34.8332,0.3
0.930159,0.108469,0.0361499,30.026,0.3
0.930385,0.255729,0.085719,30.8056,0.3
0.930612,0.383059,0.13412,35.6749,0.3
0.930839,0.481693,0.176718,41.2282,0.3
0.931066,0.546732,0.208119,45.8909,0.3
0.931293,0.577409,0.225176,49.0329,0.3
0.931519,0.577,0.227697,50.4987,0.3
0.931746,0.551937,0.218175,50.5238,0.3
0.931973,0.510682,0.20103,49.726,0.3
0.9322,0.462204,0.180191,48.2465,0.3
0.932426,0.414454,0.159312,46.3074,0.3
0.932653,0.373285,0.141135,44.1886,0.3
0.93288,0.341592,0.127006,42.1471,0.3
0.933107,0.319169,0.116875,40.3599,0.3
0.933333,0.303179,0.109605,38.8935,0.3
0.93356,0.288905,0.103347,37.7001,0.3
0.933787,0.270964,0.0960208,36.6386,0.3
0.934014,0.244564,0.085804,35.5129,0.3
0.93424,0.206478,0.0715398,34.1206,0.3
0.934467,0.155773,0.0530681,32.2992,0.3
0.934694,0.0940644,0.0313332,29.964,0.3
0.934921,0.0251378,0.00813842,27.1278,0.3
0.935147,-0.0458123,-0.014468,24.7496,0.3
0.935374,-0.113112,-0.0357656,24.8997,0.3
0.935601,-0.171904,-0.0555415,27.0289,0.3
0.935828,-0.218945,-0.072549,29.5821,0.3
0.936054,-0.253395,-0.0858112,31.8444,0.3
0.936281,-0.276899,-0.0953252,33.5924,0.3
0.936508,-0.293195,-0.102119,34.8551,0.3
0.936735,-0.307421,-0.108002,35.8078,0.3
0.936961,-0.324884,-0.115038,36.699,0.3
0.937188,-0.349832,-0.125028,37.7821,0.3
0.937415,-0.38443,-0.13909,39.2509,0.3
0.937642,-0.427971,-0.157298,41.1861,0.3
0.937868,-0.476661,-0.17844,43.5217,0.3
0.938095,-0.52392,-0.199919,46.0375,0.3
0.938322,-0.561384,-0.217972,48.3819,0.3
0.938549,-0.580029,-0.228157,50.1202,0.3
0.938776,-0.571888,-0.226299,50.8026,0.3
0.939002,-0.531296,-0.210007,50.373,0.3
0.939229,-0.456138,-0.178681,48.7927,0.3
0.939456,-0.348367,-0.133656,45.7926,0.3
0.939683,-0.214187,-0.0793024,41.3084,0.3
0.939909,-0.0631307,-0.0221931,35.4801,0.3
0.940136,0.0930553,0.0310847,30.2459,0.3
0.940363,0.241723,0.0807777,30.4714,0.3
0.94059,0.371447,0.129421,35.1171,0.3
0.940816,0.473281,0.17288,40.6958,0.3
0.941043,0.541787,0.205591,45.4865,0.3
0.94127,0.57583,0.224146,48.7938,0.3
0.941497,0.57828,0.22805,50.4253,0.3
0.941723,0.555325,0.219537,50.5615,0.3
0.94195,0.515268,0.202972,49.839,0.3
0.942177,0.467125,0.182327,48.4195,0.3
0.942404,0.419013,0.161315,46.5141,0.3
0.94263,0.376987,0.142776,44.4006,0.3
0.942857,0.344298,0.12822,42.3416,0.3
0.943084,0.321048,0.11773,40.5239,0.3
0.943311,0.304591,0.110244,39.0257,0.3
0.943537,0.290387,0.103978,37.81,0.3
0.943764,0.273071,0.0968574,36.7436,0.3
0.943991,0.247682,0.0869915,35.6338,0.3
0.944218,0.210846,0.0731568,34.2765,0.3
0.944444,0.161389,0.0550874,32.5035,0.3
0.944671,0.100645,0.0336098,30.2209,0.3
0.944898,0.0322105,0.0104607,27.4315,0.3
0.945125,-0.0387829,-0.0122638,24.8694,0.3
0.945351,-0.106687,-0.0336879,24.7653,0.3
0.945578,-0.166497,-0.0536592,26.7782,0.3
0.945805,-0.214808,-0.0710053,29.3327,0.3
0.946032,-0.25048,-0.0846593,31.6397,0.3
0.946258,-0.274925,-0.094512,33.4408,0.3
0.946485,-0.291746,-0.101513,34.7459,0.3
0.946712,-0.305935,-0.107395,35.7191,0.3
0.946939,-0.322842,-0.114221,36.6045,0.3
0.947166,-0.346914,-0.123855,37.6583,0.3
0.947392,-0.380524,-0.137486,39.0827,0.3
0.947619,-0.423293,-0.155312,40.9718,0.3
0.947846,-0.471731,-0.176258,43.2749,0.3
0.948073,-0.519493,-0.197857,45.7868,0.3
0.948299,-0.558331,-0.216443,48.1671,0.3
0.948526,-0.579251,-0.227617,49.9866,0.3
0.948753,-0.574088,-0.227123,50.7937,0.3
0.94898,-0.536884,-0.212301,50.4613,0.3
0.949206,-0.46516,-0.182465,49.0114,0.3
0.949433,-0.360477,-0.138677,46.1595,0.3
0.94966,-0.228507,-0.0849672,41.8205,0.3
0.949887,-0.0786297,-0.0278054,36.1146,0.3
0.950113,0.0775428,0.0259763,30.5204,0.3
0.95034,0.227562,0.0758481,30.1847,0.3
0.950567,0.359635,0.124703,34.5686,0.3
0.950794,0.464532,0.168935,40.1561,0.3
0.95102,0.53649,0.20292,45.0679,0.3
0.951247,0.573934,0.222968,48.5383,0.3
0.951474,0.579292,0.228273,50.3363,0.3
0.951701,0.558528,0.220815,50.5918,0.3
0.951927,0.519802,0.204884,49.9451,0.3
0.952154,0.472066,0.184468,48.5878,0.3
0.952381,0.423635,0.163344,46.7189,0.3
0.952608,0.380822,0.144474,44.6138,0.3
0.952834,0.347131,0.129489,42.5394,0.3
0.953061,0.323018,0.118624,40.6922,0.3
0.953288,0.306075,0.110914,39.1619,0.3
0.953515,0.291872,0.104614,37.9226,0.3
0.953741,0.275096,0.0976671,36.8493,0.3
0.953968,0.250714,0.0881499,35.7532,0.3
0.954195,0.215104,0.0747374,34.4291,0.3
