Time,Input,Output,Temperature,Drive
5.90045,0.294006,0.0306922,23.9833,0.1
5.90068,0.413847,0.044002,25.7539,0.1
5.90091,0.503445,0.0545172,27.5562,0.1
5.90113,0.558704,0.061368,28.9803,0.1
5.90136,0.580122,0.0642857,29.8705,0.1
5.90159,0.571989,0.0635996,30.2065,0.1
5.90181,0.541534,0.0601724,30.1243,0.1
5.90204,0.497325,0.0550861,29.7894,0.1
5.90227,0.44843,0.0494089,29.2445,0.1
5.90249,0.40198,0.0439982,28.5719,0.1
5.90272,0.363379,0.039493,27.8654,0.1
5.90295,0.334439,0.0361054,27.2046,0.1
5.90317,0.314233,0.0337284,26.6387,0.1
5.9034,0.299241,0.0319676,26.1789,0.1
5.90363,0.28446,0.0302698,25.7994,0.1
5.90385,0.264572,0.0280509,25.4465,0.1
5.90408,0.235081,0.0248228,25.0527,0.1
5.90431,0.193439,0.0203196,24.5526,0.1
5.90454,0.139305,0.0145329,23.8985,0.1
5.90476,0.0751631,0.00777261,23.0709,0.1
5.90499,0.0050417,0.000515842,22.0836,0.1
5.90522,-0.065335,-0.00664328,21.5136,0.1
5.90544,-0.130722,-0.0133319,21.7939,0.1
5.90567,-0.186359,-0.0191684,22.5831,0.1
5.9059,-0.229863,-0.0238556,23.4214,0.1
5.90612,-0.26094,-0.0272846,24.1299,0.1
5.90635,-0.281917,-0.0296437,24.663,0.1
5.90658,-0.29709,-0.0313648,25.047,0.1
5.9068,-0.31172,-0.033013,25.35,0.1
5.90703,-0.330946,-0.0351603,25.6569,0.1
5.90726,-0.358508,-0.0382419,26.0493,0.1
5.90748,-0.395867,-0.0424563,26.5821,0.1
5.90771,-0.441371,-0.0476661,27.2697,0.1
5.90794,-0.490494,-0.0533995,28.0752,0.1
5.90816,-0.535865,-0.0588244,28.9115,0.1
5.90839,-0.568966,-0.062915,29.6516,0.1
5.90862,-0.580805,-0.0645389,30.1468,0.1
5.90884,-0.563881,-0.0627332,30.2591,0.1
5.90907,-0.513535,-0.0570093,30.0206,0.1
5.9093,-0.428858,-0.0473137,29.3666,0.1
5.90952,-0.31276,-0.0341214,28.2262,0.1
5.90975,-0.172853,-0.0185503,26.5976,0.1
5.90998,-0.0189793,-0.00199378,24.5454,0.1
5.9102,0.136132,0.0141046,23.2547,0.1
5.91043,0.280668,0.0292553,23.838,0.1
5.91066,0.403216,0.0427888,25.5655,0.1
5.91088,0.496056,0.0536267,27.3889,0.1
5.91111,0.554739,0.0608599,28.8605,0.1
5.91134,0.57945,0.0641706,29.8066,0.1
5.91156,0.57398,0.063814,30.1964,0.1
5.91179,0.545368,0.0606094,30.1442,0.1
5.91202,0.502126,0.0556414,29.8335,0.1
5.91224,0.453258,0.049971,29.3062,0.1
5.91247,0.406366,0.0445093,28.6422,0.1
5.9127,0.366857,0.039899,27.9351,0.1
5.91293,0.336941,0.0363986,27.2669,0.1
5.91315,0.315986,0.0339345,26.6904,0.1
5.91338,0.300678,0.032135,26.2206,0.1
5.91361,0.286126,0.0304583,25.8351,0.1
5.91383,0.266967,0.0283154,25.4826,0.1
5.91406,0.238611,0.0252068,25.0959,0.1
5.91429,0.198223,0.0208344,24.609,0.1
5.91451,0.145212,0.0151609,23.9716,0.1
5.91474,0.0819756,0.00848531,23.1613,0.1
5.91497,0.0121573,0.00124529,22.1883,0.1
5.91519,-0.0583872,-0.005938,21.5314,0.1
5.91542,-0.124571,-0.0126962,21.7318,0.1
5.91565,-0.181368,-0.0186379,22.4974,0.1
5.91587,-0.226126,-0.0234479,23.3418,0.1
5.9161,-0.258353,-0.0269961,24.0668,0.1
5.91633,-0.280214,-0.0294505,24.6172,0.1
5.91655,-0.295747,-0.031212,25.0137,0.1
5.91678,-0.310189,-0.032841,25.321,0.1
5.91701,-0.328751,-0.0349151,25.6237,0.1
5.91723,-0.355313,-0.0378836,26.0044,0.1
5.91746,-0.391744,-0.0419884,26.5217,0.1
5.91769,-0.436577,-0.0471128,27.1947,0.1
5.91791,-0.485617,-0.0528245,27.9914,0.1
5.91814,-0.531713,-0.0583215,28.8296,0.1
5.91837,-0.566444,-0.0625956,29.5859,0.1
5.91859,-0.580759,-0.0645117,30.1125,0.1
5.91882,-0.567124,-0.0630966,30.2647,0.1
5.91905,-0.520224,-0.0577738,30.0615,0.1
5.91927,-0.438916,-0.0484638,29.4532,0.1
5.9195,-0.325701,-0.0355815,28.3627,0.1
5.91973,-0.187788,-0.0201909,26.781,0.1
5.91995,-0.0347608,-0.00366016,24.7667,0.1
5.92018,0.120767,0.0125185,23.2969,0.1
5.92041,0.266999,0.0277913,23.7029,0.1
5.92063,0.392091,0.0415277,25.3771,0.1
5.92086,0.488197,0.0526859,27.2175,0.1
5.92109,0.550373,0.0603059,28.7354,0.1
5.92132,0.578477,0.0640188,29.7374,0.1
5.92154,0.57574,0.0639995,30.1814,0.1
5.92177,0.549059,0.0610291,30.1615,0.1
5.922,0.50677,0.0561783,29.8753,0.1
5.92222,0.458154,0.0505404,29.3666,0.1
5.92245,0.41076,0.0450217,28.712,0.1
5.92268,0.37035,0.0403073,28.0053,0.1
5.9229,0.339441,0.0366923,27.3302,0.1
5.92313,0.317698,0.0341369,26.7432,0.1
5.92336,0.302026,0.0322932,26.2631,0.1
5.92358,0.287733,0.0306408,25.8712,0.1
5.92381,0.269245,0.0285676,25.5182,0.1
5.92404,0.241927,0.0255682,25.1381,0.1
5.92426,0.202814,0.0213292,24.6638,0.1
5.92449,0.151069,0.0157842,24.043,0.1
5.92472,0.0886717,0.00918713,23.2501,0.1
5.92494,0.0193118,0.00198036,22.2921,0.1
5.92517,-0.0515351,-0.00524259,21.5564,0.1
5.9254,-0.118344,-0.012054,21.675,0.1
5.92562,-0.176161,-0.0180862,22.4119,0.1
5.92585,-0.222189,-0.0230199,23.2608,0.1
5.92608,-0.25561,-0.0266912,24.002,0.1
5.9263,-0.278357,-0.0292408,24.5699,0.1
5.92653,-0.294296,-0.0310479,24.9794,0.1
5.92676,-0.308505,-0.0326529,25.2918,0.1
5.92698,-0.326557,-0.0346706,25.5913,0.1
5.92721,-0.352173,-0.037532,25.9607,0.1
5.92744,-0.387712,-0.0415315,26.463,0.1
5.92766,-0.43177,-0.0465594,27.1207,0.1
5.92789,-0.480716,-0.052248,27.9081,0.1
5.92812,-0.52745,-0.0578068,28.7472,0.1
5.92834,-0.563719,-0.062253,29.5181,0.1
5.92857,-0.580521,-0.0644609,30.0746,0.1
5.9288,-0.569878,-0.0634041,30.2677,0.1
5.92903,-0.526416,-0.0584813,30.0981,0.1
5.92925,-0.448498,-0.0495608,29.535,0.1
5.92948,-0.338214,-0.0369967,28.4944,0.1
5.92971,-0.202382,-0.0218,26.9605,0.1
5.92993,-0.0503188,-0.00531055,24.9851,0.1
5.93016,0.10559,0.0109523,23.356,0.1
5.93039,0.253232,0.0263246,23.5807,0.1
5.93061,0.380833,0.0402578,25.1903,0.1
5.93084,0.480134,0.0517245,27.043,0.1
5.93107,0.54577,0.0597241,28.6051,0.1
5.93129,0.577116,0.0638208,29.6626,0.1
5.93152,0.577214,0.06415,30.1612,0.1
5.93175,0.552488,0.0614183,30.1762,0.1
5.93197,0.511447,0.0567182,29.9149,0.1
5.9322,0.463112,0.0511168,29.4256,0.1
5.93243,0.415296,0.0455502,28.7815,0.1
5.93265,0.374027,0.0407363,28.0758,0.1
5.93288,0.34213,0.0370071,27.3945,0.1
5.93311,0.319572,0.0343572,26.7971,0.1
5.93333,0.303582,0.0324741,26.3067,0.1
5.93356,0.289305,0.0308198,25.9077,0.1
5.93379,0.271374,0.028804,25.5535,0.1
5.93401,0.24512,0.0259167,25.1792,0.1
5.93424,0.207275,0.0218105,24.7172,0.1
5.93447,0.156757,0.0163906,24.1128,0.1
5.93469,0.0952971,0.00988277,23.3374,0.1
5.93492,0.0263051,0.00270049,22.3945,0.1
5.93515,-0.0445493,-0.00453359,21.5898,0.1
5.93537,-0.112009,-0.0114026,21.6247,0.1
5.9356,-0.170892,-0.0175294,22.3277,0.1
5.93583,-0.218194,-0.0225862,23.1788,0.1
5.93605,-0.252836,-0.026383,23.9354,0.1
5.93628,-0.276519,-0.0290328,24.521,0.1
5.93651,-0.29283,-0.0308818,24.9441,0.1
5.93673,-0.307053,-0.0324893,25.2625,0.1
5.93696,-0.324426,-0.034433,25.5592,0.1
5.93719,-0.349224,-0.0372017,25.9184,0.1
5.93742,-0.383693,-0.0410771,26.4058,0.1
5.93764,-0.427073,-0.0460194,27.0482,0.1
5.93787,-0.475762,-0.0516668,27.8253,0.1
5.9381,-0.523163,-0.0572898,28.6641,0.1
5.93832,-0.560921,-0.0619016,29.4484,0.1
5.93855,-0.579979,-0.0643743,30.0331,0.1
5.93878,-0.572393,-0.0636836,30.2683,0.1
5.939,-0.532472,-0.0591718,30.1309,0.1
5.93923,-0.457904,-0.0506376,29.6123,0.1
5.93946,-0.350467,-0.0383849,28.621,0.1
5.93968,-0.216922,-0.0234077,27.135,0.1
5.93991,-0.0657401,-0.00695368,25.1994,0.1
5.94014,0.0900419,0.0093473,23.4322,0.1
5.94036,0.239266,0.0248445,23.4722,0.1
5.94059,0.369288,0.0389628,25.0054,0.1
5.94082,0.471733,0.0507283,26.8656,0.1
5.94104,0.540821,0.0591027,28.4697,0.1
5.94127,0.575448,0.0635855,29.5819,0.1
5.9415,0.578434,0.064269,30.1358,0.1
5.94172,0.555863,0.0618,30.1882,0.1
5.94195,0.516034,0.057247,29.9521,0.1
5.94218,0.468035,0.0516889,29.483,0.1
5.9424,0.419833,0.0460791,28.8502,0.1
5.94263,0.377719,0.0411676,28.1465,0.1
5.94286,0.344822,0.0373229,27.4595,0.1
5.94308,0.321501,0.034584,26.8521,0.1
5.94331,0.304962,0.0326366,26.3511,0.1
5.94354,0.290748,0.0309853,25.9446,0.1
5.94376,0.273501,0.0290403,25.5888,0.1
5.94399,0.248313,0.0262654,25.2197,0.1
5.94422,0.211673,0.0222853,24.7691,0.1
5.94444,0.16239,0.0169917,24.1808,0.1
5.94467,0.10182,0.0105689,23.4228,0.1
5.9449,0.0334232,0.00343498,22.4955,0.1
5.94512,-0.0374776,-0.00381567,21.6313,0.1
5.94535,-0.105534,-0.0107384,21.5812,0.1
5.94558,-0.165444,-0.0169553,22.2444,0.1
5.94581,-0.214,-0.0221324,23.0955,0.1
5.94603,-0.249835,-0.026051,23.8668,0.1
5.94626,-0.274535,-0.0288092,24.4703,0.1
5.94649,-0.291342,-0.0307132,24.9076,0.1
5.94671,-0.305634,-0.0323293,25.2333,0.1
5.94694,-0.32247,-0.0342144,25.5282,0.1
5.94717,-0.346376,-0.036883,25.8778,0.1
5.94739,-0.379847,-0.0406424,26.3501,0.1
5.94762,-0.422434,-0.0454869,26.9772,0.1
5.94785,-0.470894,-0.0510963,27.7434,0.1
5.94807,-0.5187,-0.0567542,28.5805,0.1
5.9483,-0.557816,-0.0615152,29.3762,0.1
5.94853,-0.579111,-0.0642491,29.9878,0.1
5.94875,-0.57449,-0.0639139,30.2645,0.1
5.94898,-0.537959,-0.0597972,30.1597,0.1
5.94921,-0.466829,-0.0516602,29.6844,0.1
5.94943,-0.362574,-0.0397585,28.7426,0.1
5.94966,-0.231184,-0.0249897,27.3052,0.1
5.94989,-0.0813991,-0.00862904,25.4105,0.1
5.95011,0.0746139,0.00775369,23.5277,0.1
5.95034,0.224923,0.0233327,23.3797,0.1
5.95057,0.357291,0.0376258,24.8224,0.1
5.95079,0.462849,0.0496817,26.6847,0.1
5.95102,0.535373,0.0584252,28.3289,0.1
5.95125,0.573449,0.0633103,29.4955,0.1
5.95147,0.579392,0.0643556,30.1051,0.1
5.9517,0.559048,0.0621591,30.1979,0.1
5.95193,0.520555,0.0577675,29.9871,0.1
5.95215,0.473002,0.0522656,29.5387,0.1
5.95238,0.424436,0.0466156,28.9182,0.1
5.95261,0.381608,0.041621,28.2175,0.1
5.95283,0.347669,0.0376562,27.5254,0.1
5.95306,0.323413,0.0348097,26.9083,0.1
5.95329,0.306365,0.0328021,26.3964,0.1
5.95351,0.292158,0.0311476,25.982,0.1
5.95374,0.275461,0.029259,25.6237,0.1
5.95397,0.251265,0.0265885,25.2592,0.1
5.9542,0.21587,0.0227391,24.8196,0.1
5.95442,0.167804,0.0175704,24.2469,0.1
5.95465,0.108293,0.0112507,23.5064,0.1
5.95488,0.0404648,0.00416313,22.5951,0.1
5.9551,-0.0304246,-0.00309929,21.6815,0.1
5.95533,-0.09903,-0.0100727,21.5457,0.1
5.95556,-0.159936,-0.0163765,22.1627,0.1
5.95578,-0.209754,-0.0216738,23.0114,0.1
5.95601,-0.246835,-0.0257191,23.7966,0.1
5.95624,-0.272458,-0.0285755,24.4179,0.1
5.95646,-0.289919,-0.0305512,24.87,0.1
5.95669,-0.304143,-0.0321617,25.2035,0.1
5.95692,-0.320489,-0.0339934,25.4973,0.1
5.95714,-0.343535,-0.0365656,25.8382,0.1
5.95737,-0.376016,-0.0402103,26.296,0.1
5.9576,-0.417809,-0.0449573,26.9075,0.1
5.95782,-0.46592,-0.0505155,27.6618,0.1
5.95805,-0.514138,-0.0562082,28.4965,0.1
5.95828,-0.554552,-0.0611108,29.3025,0.1
5.9585,-0.578032,-0.0640988,29.9392,0.1
5.95873,-0.576349,-0.0641146,30.2558,0.1
5.95896,-0.543251,-0.0603992,30.1848,0.1
5.95918,-0.475419,-0.0526445,29.7517,0.1
5.95941,-0.374284,-0.0410894,28.859,0.1
5.95964,-0.245262,-0.0265558,27.4706,0.1
5.95986,-0.0967977,-0.0102837,25.6184,0.1
5.96009,0.0591254,0.00615177,23.6428,0.1
5.96032,0.210587,0.0218286,23.3054,0.1
5.96054,0.345242,0.0362896,24.6437,0.1
5.96077,0.453791,0.0486191,26.5019,0.1
5.961,0.529731,0.0577256,28.1835,0.1
5.96122,0.571212,0.0630059,29.4037,0.1
5.96145,0.580139,0.0644152,30.0691,0.1
5.96168,0.56207,0.0624987,30.205,0.1
5.9619,0.52507,0.0582863,30.0195,0.1
5.96213,0.477922,0.052837,29.5928,0.1
5.96236,0.429134,0.0471629,28.9856,0.1
5.96258,0.385489,0.0420742,28.2886,0.1
5.96281,0.350648,0.0380045,27.5922,0.1
5.96304,0.325498,0.0350546,26.9655,0.1
5.96327,0.307896,0.0329818,26.4429,0.1
5.96349,0.293637,0.0313176,26.0201,0.1
5.96372,0.27743,0.0294788,25.6588,0.1
5.96395,0.25422,0.026912,25.2979,0.1
5.96417,0.220013,0.0231874,24.8687,0.1
5.9644,0.173307,0.0181589,24.3115,0.1
5.96463,0.114734,0.0119303,23.5886,0.1
5.96485,0.0474733,0.00488937,22.6935,0.1
5.96508,-0.0232975,-0.00237482,21.7413,0.1
5.96531,-0.0924473,-0.00940054,21.5196,0.1
5.96553,-0.154308,-0.0157867,22.083,0.1
5.96576,-0.205372,-0.0212018,22.9266,0.1
5.96599,-0.243716,-0.0253748,23.7249,0.1
5.96621,-0.270383,-0.0283418,24.3639,0.1
5.96644,-0.288463,-0.0303855,24.8315,0.1
5.96667,-0.302773,-0.0320068,25.1735,0.1
5.96689,-0.318666,-0.0337896,25.4673,0.1
5.96712,-0.340819,-0.0362622,25.7996,0.1
5.96735,-0.372336,-0.0397955,26.2435,0.1
5.96757,-0.413295,-0.044441,26.8394,0.1
5.9678,-0.460995,-0.0499412,27.5814,0.1
5.96803,-0.509513,-0.0556561,28.4121,0.1
5.96825,-0.551102,-0.0606855,29.227,0.1
5.96848,-0.576651,-0.063913,29.8875,0.1
5.96871,-0.577882,-0.0642763,30.2429,0.1
5.96893,-0.548044,-0.0609439,30.2064,0.1
5.96916,-0.48382,-0.0536067,29.8146,0.1
5.96939,-0.386079,-0.0424308,28.971,0.1
5.96961,-0.25933,-0.0281246,27.6317,0.1
5.96984,-0.112311,-0.0119571,25.8224,0.1
5.97007,0.0433939,0.00452155,23.7786,0.1
5.97029,0.195978,0.020303,23.2514,0.1
5.97052,0.332705,0.0349085,24.4693,0.1
5.97075,0.444245,0.0475067,26.3168,0.1
5.97097,0.523614,0.0569734,28.0333,0.1
5.9712,0.568553,0.0626521,29.3061,0.1
5.97143,0.580556,0.0644347,30.0277,0.1
5.97166,0.564905,0.062816,30.2097,0.1
5.97188,0.529305,0.058773,30.0496,0.1
5.97211,0.482766,0.0533993,29.6448,0.1
5.97234,0.433848,0.047712,29.0519,0.1
5.97256,0.389464,0.0425382,28.3596,0.1
5.97279,0.353635,0.0383544,27.6595,0.1
5.97302,0.327563,0.035298,27.0237,0.1
5.97324,0.309363,0.033155,26.4901,0.1
5.97347,0.295097,0.0314858,26.0587,0.1
5.9737,0.279315,0.0296898,25.6938,0.1
5.97392,0.256948,0.0272115,25.3359,0.1
5.97415,0.223959,0.023615,24.9166,0.1
5.97438,0.178525,0.018718,24.3743,0.1
5.9746,0.121033,0.012596,23.6688,0.1
5.97483,0.054493,0.00561818,22.7903,0.1
5.97506,-0.0162975,-0.00166254,21.8108,0.1
5.97528,-0.0858241,-0.00872558,21.5037,0.1
5.97551,-0.148576,-0.0151876,22.0058,0.1
5.97574,-0.200794,-0.0207103,22.8411,0.1
5.97596,-0.2404,-0.0250101,23.6512,0.1
5.97619,-0.268136,-0.0280896,24.3079,0.1
5.97642,-0.286876,-0.0302056,24.7914,0.1
5.97664,-0.301321,-0.0318431,25.1428,0.1
5.97687,-0.31673,-0.033574,25.4376,0.1
5.9771,-0.338167,-0.0359663,25.7623,0.1
5.97732,-0.368781,-0.0393952,26.1927,0.1
5.97755,-0.408784,-0.0439263,26.7727,0.1
5.97778,-0.456084,-0.0493699,27.5019,0.1
5.978,-0.504801,-0.0550952,28.3277,0.1
5.97823,-0.547495,-0.0602426,29.1498,0.1
5.97846,-0.57512,-0.0637089,29.8326,0.1
5.97868,-0.579032,-0.0643924,30.2251,0.1
5.97891,-0.552492,-0.0614481,30.2243,0.1
5.97914,-0.491738,-0.0545139,29.8727,0.1
5.97936,-0.397206,-0.043699,29.0774,0.1
5.97959,-0.273008,-0.0296545,27.7877,0.1
5.97982,-0.127541,-0.0136066,26.0223,0.1
5.98005,0.0279193,0.00291403,23.9362,0.1
5.98027,0.181318,0.0187785,23.2211,0.1
5.9805,0.320084,0.0335251,24.2998,0.1
5.98073,0.434526,0.0463788,26.1299,0.1
5.98095,0.517273,0.0561961,27.8783,0.1
5.98118,0.565656,0.062269,29.2029,0.1
5.98141,0.580753,0.0644263,29.9807,0.1
5.98163,0.567415,0.0630957,30.2118,0.1
5.98186,0.533514,0.0592555,30.077,0.1
5.98209,0.487685,0.0539695,29.6951,0.1
5.98231,0.438668,0.0482731,29.1173,0.1
5.98254,0.393607,0.0430211,28.4306,0.1
5.98277,0.356814,0.0387258,27.7277,0.1
5.98299,0.329807,0.0355613,27.083,0.1
5.98322,0.311063,0.0333539,26.5388,0.1
5.98345,0.296543,0.031653,26.098,0.1
5.98367,0.281147,0.0298954,25.7289,0.1
5.9839,0.259647,0.027508,25.3734,0.1
5.98413,0.227774,0.0240289,24.9631,0.1
5.98435,0.183681,0.0192709,24.4354,0.1
5.98458,0.127239,0.0132529,23.7472,0.1
5.98481,0.0613276,0.00632929,22.8854,0.1
5.98503,-0.00918727,-0.000938028,21.8907,0.1
5.98526,-0.0791017,-0.00804175,21.499,0.1
5.98549,-0.142734,-0.0145786,21.9315,0.1
5.98571,-0.196152,-0.020213,22.7551,0.1
5.98594,-0.237036,-0.0246405,23.576,0.1
5.98617,-0.265879,-0.0278364,24.2504,0.1
5.98639,-0.285251,-0.0300216,24.75,0.1
5.98662,-0.29988,-0.0316805,25.1114,0.1
5.98685,-0.315043,-0.033385,25.4081,0.1
5.98707,-0.335704,-0.0356911,25.7261,0.1
5.9873,-0.365191,-0.0389921,26.1432,0.1
5.98753,-0.404416,-0.0434283,26.7074,0.1
5.98776,-0.451143,-0.0487966,27.4232,0.1
5.98798,-0.500127,-0.0545393,28.2432,0.1
5.98821,-0.543841,-0.0597943,29.0715,0.1
5.98844,-0.573299,-0.0634712,29.775,0.1
5.98866,-0.579949,-0.0644801,30.2032,0.1
5.98889,-0.556701,-0.0619243,30.2391,0.1
5.98912,-0.499449,-0.0553968,29.9265,0.1
5.98934,-0.408196,-0.0449524,29.1788,0.1
5.98957,-0.286586,-0.0311764,27.9389,0.1
5.9898,-0.143051,-0.0152923,26.2186,0.1
5.99002,0.0121298,0.00126846,24.117,0.1
5.99025,0.166513,0.0172447,23.2166,0.1
5.99048,0.307038,0.0321042,24.1373,0.1
5.9907,0.424489,0.0452207,25.9423,0.1
5.99093,0.510584,0.0553809,27.7192,0.1
5.99116,0.562424,0.0618465,29.0943,0.1
5.99138,0.580584,0.0643739,29.9283,0.1
5.99161,0.569845,0.063365,30.2116,0.1
5.99184,0.537609,0.0597241,30.1019,0.1
5.99206,0.492543,0.0545324,29.7433,0.1
5.99229,0.443566,0.0488428,29.1816,0.1
5.99252,0.397761,0.0435059,28.5016,0.1
5.99274,0.360005,0.0390991,27.7964,0.1
5.99297,0.332114,0.0358321,27.1435,0.1
5.9932,0.312613,0.0335372,26.5884,0.1
5.99342,0.297885,0.0318094,26.1382,0.1
5.99365,0.282826,0.0300849,25.7641,0.1
5.99388,0.26216,0.0277848,25.4103,0.1
5.9941,0.231533,0.0244369,25.0085,0.1
5.99433,0.188621,0.0198015,24.4949,0.1
5.99456,0.133338,0.0138994,23.8238,0.1
5.99478,0.0683953,0.00706582,22.9792,0.1
5.99501,-0.00202055,-0.000206504,21.9817,0.1
5.99524,-0.0722651,-0.00734707,21.5031,0.1
5.99546,-0.136729,-0.0139546,21.8606,0.1
5.99569,-0.191319,-0.0196967,22.669,0.1
5.99592,-0.233475,-0.0242505,23.4994,0.1
5.99615,-0.26339,-0.0275585,24.1909,0.1
5.99637,-0.283572,-0.0298315,24.7072,0.1
5.9966,-0.298446,-0.0315186,25.0796,0.1
5.99683,-0.313314,-0.0331918,25.3789,0.1
5.99705,-0.333333,-0.0354262,25.6911,0.1
5.99728,-0.361753,-0.0386061,26.0953,0.1
5.99751,-0.40013,-0.0429403,26.6439,0.1
5.99773,-0.44632,-0.0482374,27.3458,0.1
5.99796,-0.495326,-0.0539704,28.1588,0.1
5.99819,-0.539944,-0.0593192,28.9919,0.1
5.99841,-0.571208,-0.0632021,29.7146,0.1
5.99864,-0.58049,-0.0645233,30.177,0.1
5.99887,-0.560461,-0.0623485,30.2505,0.1
5.99909,-0.506678,-0.0562246,29.9758,0.1
5.99932,-0.418693,-0.0461515,29.2754,0.1
5.99955,-0.299827,-0.0326647,28.0854,0.1
5.99977,-0.158061,-0.0169303,26.4106,0.1
6,-0.00347459,-0.00109251,24.3284,0.3
6.00023,0.151383,0.09888,28.2976,0.6
6.00045,0.293928,0.212286,40.0084,0.6
6.00068,0.413979,0.327409,53.1669,0.6
6.00091,0.503402,0.424032,64.8618,0.6
6.00113,0.558699,0.489413,73.7146,0.6
6.00136,0.580139,0.520411,79.1633,0.6
6.00159,0.572023,0.52024,81.2181,0.6
6.00181,0.541575,0.496185,80.7359,0.6
6.00204,0.497392,0.45674,78.7312,0.6
6.00227,0.448463,0.40941,75.4642,0.6
6.00249,0.402071,0.361928,71.4311,0.6
6.00272,0.363336,0.320597,67.1923,0.6
6.00295,0.334528,0.288678,63.2283,0.6
6.00317,0.314212,0.265454,59.8325,0.6
6.0034,0.299223,0.248196,57.0736,0.6
6.00363,0.284447,0.232333,54.7966,0.6
6.00385,0.264569,0.213067,52.6799,0.6
6.00408,0.23511,0.18638,50.3168,0.6
6.00431,0.193467,0.150169,47.3171,0.6
6.00454,0.139348,0.104952,43.3925,0.6
6.00476,0.0752164,0.0543168,38.4278,0.6
6.00499,0.00509908,0.0034845,32.5043,0.6
6.00522,-0.065421,-0.0431872,29.0831,0.6
6.00544,-0.130677,-0.0875572,30.7623,0.6
6.00567,-0.186421,-0.130367,35.4973,0.6
6.0059,-0.229849,-0.167761,40.5259,0.6
6.00612,-0.26094,-0.197055,44.7771,0.6
6.00635,-0.281929,-0.218176,47.9765,0.6
6.00658,-0.297108,-0.233838,50.2826,0.6
6.0068,-0.311736,-0.248441,52.0985,0.6
6.00703,-0.330955,-0.266842,53.9416,0.6
6.00726,-0.35846,-0.292966,56.2934,0.6
6.00748,-0.395848,-0.329017,59.4912,0.6
6.00771,-0.441432,-0.374131,63.6169,0.6
6.00794,-0.490454,-0.424104,68.4491,0.6
6.00816,-0.535916,-0.471948,73.4667,0.6
6.00839,-0.568931,-0.508715,77.9076,0.6
6.00862,-0.580804,-0.52572,80.8801,0.6
6.00884,-0.564037,-0.515273,81.5546,0.6
6.00907,-0.51371,-0.473163,80.125,0.6
6.0093,-0.429066,-0.395415,76.2018,0.6
6.00952,-0.312835,-0.282728,69.3603,0.6
6.00975,-0.173134,-0.14847,59.59,0.6
6.00998,-0.0190762,-0.0149137,47.2779,0.6
6.0102,0.136322,0.0992141,39.529,0.6
6.01043,0.280588,0.208328,43.0248,0.6
6.01066,0.403352,0.320133,53.3893,0.6
6.01088,0.496023,0.417121,64.329,0.6
6.01111,0.55479,0.484993,73.1602,0.6
6.01134,0.579466,0.519007,78.8387,0.6
6.01156,0.574012,0.521589,81.1779,0.6
6.01179,0.545409,0.499437,80.8654,0.6
6.01202,0.502168,0.461193,79.0017,0.6
6.01224,0.453292,0.414238,75.8385,0.6
6.01247,0.406388,0.366454,71.8549,0.6
6.0127,0.366813,0.324367,67.6123,0.6
6.01293,0.336936,0.291409,63.6034,0.6
6.01315,0.315964,0.267472,60.144,0.6
6.01338,0.30066,0.249809,57.3245,0.6
6.01361,0.286106,0.234024,55.011,0.6
6.01383,0.267021,0.215348,52.8962,0.6
6.01406,0.238622,0.189496,50.5764,0.6
6.01429,0.19825,0.154259,47.6551,0.6
6.01451,0.145311,0.109828,43.8313,0.6
6.01474,0.0820282,0.0595206,38.9704,0.6
6.01497,0.0122634,0.00843161,33.1335,0.6
6.01519,-0.0583322,-0.0385535,29.1886,0.6
6.01542,-0.12454,-0.083157,30.3887,0.6
6.01565,-0.181432,-0.126303,34.9828,0.6
6.01587,-0.226039,-0.164331,40.0483,0.6
6.0161,-0.258386,-0.19455,44.3999,0.6
6.01633,-0.280225,-0.216412,47.7027,0.6
6.01655,-0.295764,-0.232447,50.0829,0.6
6.01678,-0.310206,-0.246935,51.9254,0.6
6.01701,-0.328681,-0.264689,53.7417,0.6
6.01723,-0.35531,-0.289956,56.0243,0.6
6.01746,-0.391727,-0.324996,59.1292,0.6
6.01769,-0.436547,-0.369248,63.1652,0.6
6.01791,-0.485577,-0.419064,67.9459,0.6
6.01814,-0.531765,-0.4675,72.9765,0.6
6.01837,-0.566407,-0.505764,77.5144,0.6
6.01859,-0.580848,-0.525177,80.675,0.6
6.01882,-0.567122,-0.517652,81.5882,0.6
6.01905,-0.520248,-0.478879,80.3693,0.6
6.01927,-0.438966,-0.404797,76.7219,0.6
6.0195,-0.325774,-0.295376,70.1794,0.6
6.01973,-0.187877,-0.162246,60.6908,0.6
6.01995,-0.0348575,-0.027555,48.6057,0.6
6.02018,0.120766,0.0881563,39.7817,0.6
6.02041,0.266918,0.197065,42.2127,0.6
6.02064,0.39223,0.309227,52.2585,0.6
6.02086,0.488161,0.40851,63.3026,0.6
6.02109,0.550429,0.479688,72.4103,0.6
6.02132,0.578413,0.517071,78.4233,0.6
6.02154,0.575727,0.522595,81.0881,0.6
6.02177,0.548993,0.502421,80.9689,0.6
6.022,0.506811,0.465481,79.2524,0.6
6.02222,0.458236,0.419125,76.2011,0.6
6.02245,0.410783,0.371037,72.2741,0.6
6.02268,0.370443,0.328273,68.0338,0.6
6.0229,0.339437,0.294231,63.9832,0.6
6.02313,0.317676,0.269472,60.4606,0.6
6.02336,0.302106,0.251441,57.58,0.6
6.02358,0.287714,0.235684,55.2282,0.6
